date,product_id,product_name,category,warehouse,units_sold,unit_price,revenue,stock_level,reorder_point,supplier_lead_time
2024-01-15,29,Product_29,Food,Valparaiso,5,6585,32925,92,31,14
2024-01-15,30,Product_30,Food,Concepcion,8,8943,71544,118,53,11
2024-01-15,31,Product_31,Electronics,Concepcion,5,28939,144695,74,52,9
2024-01-15,32,Product_32,Electronics,Santiago,5,24457,122285,101,67,3
2024-01-15,33,Product_33,Food,Santiago,4,6021,24084,73,42,3
2024-01-15,34,Product_34,Home,Concepcion,6,16653,99918,94,81,11
2024-01-15,35,Product_35,Home,Santiago,2,48573,97146,93,56,13
2024-01-15,36,Product_36,Electronics,Valparaiso,3,18417,55251,119,63,11
2024-01-15,37,Product_37,Food,Valparaiso,5,45757,228785,109,54,6
2024-01-15,38,Product_38,Electronics,Concepcion,10,14692,146920,73,84,11
2024-01-15,39,Product_39,Electronics,Santiago,7,11873,83111,103,66,5
2024-01-15,40,Product_40,Industrial,Concepcion,6,10675,64050,64,97,9
2024-01-15,41,Product_41,Industrial,Valparaiso,4,5161,20644,97,22,8
2024-01-15,42,Product_42,Industrial,Concepcion,4,42065,168260,4,20,10
2024-01-15,43,Product_43,Home,Santiago,6,31557,189342,105,24,13
2024-01-15,44,Product_44,Food,Santiago,1,38763,38763,80,33,11
2024-01-15,45,Product_45,Food,Concepcion,8,37606,300848,103,46,7
2024-01-15,46,Product_46,Food,Valparaiso,2,16534,33068,105,28,3
2024-01-15,47,Product_47,Food,Santiago,5,34127,170635,120,98,5
2024-01-15,48,Product_48,Industrial,Concepcion,3,45397,136191,111,34,12
2024-01-15,49,Product_49,Home,Valparaiso,4,30851,123404,119,61,14
2024-01-15,50,Product_50,Home,Valparaiso,6,6016,36096,100,96,10
2024-01-16,1,Product_1,Industrial,Valparaiso,10,24118,241180,82,81,5
2024-01-16,2,Product_2,Food,Valparaiso,2,40773,81546,114,59,9
2024-01-16,3,Product_3,Electronics,Santiago,3,6899,20697,63,99,3
2024-01-16,4,Product_4,Industrial,Valparaiso,4,6267,25068,72,72,6
2024-01-16,5,Product_5,Industrial,Valparaiso,6,36551,219306,89,43,6
2024-01-16,6,Product_6,Food,Santiago,4,16394,65576,112,45,7
2024-01-16,7,Product_7,Electronics,Concepcion,3,8556,25668,147,79,9
2024-01-16,8,Product_8,Electronics,Santiago,8,8890,71120,116,60,9
2024-01-16,9,Product_9,Industrial,Santiago,6,46606,279636,152,48,13
2024-01-16,10,Product_10,Home,Concepcion,3,35740,107220,127,34,6
2024-01-16,11,Product_11,Industrial,Valparaiso,8,19502,156016,89,64,9
2024-01-16,12,Product_12,Industrial,Valparaiso,5,26777,133885,106,84,13
2024-01-16,13,Product_13,Industrial,Valparaiso,8,15627,125016,116,90,5
2024-01-16,14,Product_14,Industrial,Santiago,5,13792,68960,109,28,8
2024-01-16,15,Product_15,Food,Concepcion,5,48323,241615,81,20,14
2024-01-16,16,Product_16,Electronics,Valparaiso,4,48021,192084,69,27,4
2024-01-16,17,Product_17,Food,Concepcion,3,13433,40299,99,82,12
2024-01-16,18,Product_18,Food,Valparaiso,0,48001,0,99,30,11
2024-01-16,19,Product_19,Food,Concepcion,3,16016,48048,106,27,7
2024-01-16,20,Product_20,Industrial,Santiago,9,28897,260073,87,54,8
2024-01-16,21,Product_21,Home,Valparaiso,5,7612,38060,69,54,14
2024-01-16,22,Product_22,Electronics,Santiago,4,28483,113932,88,52,14
2024-01-16,23,Product_23,Home,Concepcion,7,22159,155113,131,24,14
2024-01-16,24,Product_24,Food,Concepcion,4,49974,199896,88,60,14
2024-01-16,25,Product_25,Food,Concepcion,6,45994,275964,61,47,6
2024-01-16,26,Product_26,Home,Concepcion,2,19541,39082,95,26,13
2024-01-16,27,Product_27,Home,Santiago,9,40920,368280,88,92,12
2024-01-16,28,Product_28,Home,Santiago,13,31531,409903,126,91,9
2024-01-16,29,Product_29,Food,Santiago,2,6585,13170,74,31,14
2024-01-16,30,Product_30,Food,Concepcion,6,8943,53658,102,53,11
2024-01-16,31,Product_31,Electronics,Valparaiso,2,28939,57878,68,52,9
2024-01-16,32,Product_32,Electronics,Concepcion,2,24457,48914,112,67,3
2024-01-16,33,Product_33,Food,Valparaiso,7,6021,42147,155,42,3
2024-01-16,34,Product_34,Home,Valparaiso,4,16653,66612,129,81,11
2024-01-16,35,Product_35,Home,Santiago,7,48573,340011,74,56,13
2024-01-16,36,Product_36,Electronics,Santiago,3,18417,55251,95,63,11
2024-01-16,37,Product_37,Food,Valparaiso,9,45757,411813,91,54,6
2024-01-16,38,Product_38,Electronics,Santiago,5,14692,73460,144,84,11
2024-01-16,39,Product_39,Electronics,Concepcion,6,11873,71238,106,66,5
2024-01-16,40,Product_40,Industrial,Concepcion,4,10675,42700,122,97,9
2024-01-16,41,Product_41,Industrial,Concepcion,2,5161,10322,116,22,8
2024-01-16,42,Product_42,Industrial,Valparaiso,6,42065,252390,72,20,10
2024-01-16,43,Product_43,Home,Concepcion,7,31557,220899,96,24,13
2024-01-16,44,Product_44,Food,Valparaiso,5,38763,193815,124,33,11
2024-01-16,45,Product_45,Food,Santiago,5,37606,188030,89,46,7
2024-01-16,46,Product_46,Food,Valparaiso,5,16534,82670,59,28,3
2024-01-16,47,Product_47,Food,Santiago,5,34127,170635,73,98,5
2024-01-16,48,Product_48,Industrial,Valparaiso,5,45397,226985,125,34,12
2024-01-16,49,Product_49,Home,Concepcion,1,30851,30851,128,61,14
2024-01-16,50,Product_50,Home,Valparaiso,4,6016,24064,169,96,10
2024-01-17,1,Product_1,Industrial,Valparaiso,5,24118,120590,96,81,5
2024-01-17,2,Product_2,Food,Concepcion,4,40773,163092,89,59,9
2024-01-17,3,Product_3,Electronics,Valparaiso,7,6899,48293,119,99,3
2024-01-17,4,Product_4,Industrial,Valparaiso,6,6267,37602,140,72,6
2024-01-17,5,Product_5,Industrial,Santiago,4,36551,146204,69,43,6
2024-01-17,6,Product_6,Food,Concepcion,3,16394,49182,123,45,7
2024-01-17,7,Product_7,Electronics,Santiago,6,8556,51336,114,79,9
2024-01-17,8,Product_8,Electronics,Santiago,7,8890,62230,47,60,9
2024-01-17,9,Product_9,Industrial,Santiago,10,46606,466060,93,48,13
2024-01-17,10,Product_10,Home,Concepcion,3,35740,107220,80,34,6
2024-01-17,11,Product_11,Industrial,Santiago,7,19502,136514,107,64,9
2024-01-17,12,Product_12,Industrial,Concepcion,3,26777,80331,37,84,13
2024-01-17,13,Product_13,Industrial,Concepcion,3,15627,46881,123,90,5
2024-01-17,14,Product_14,Industrial,Santiago,1,13792,13792,129,28,8
2024-01-17,15,Product_15,Food,Valparaiso,7,48323,338261,61,20,14
2024-01-17,16,Product_16,Electronics,Valparaiso,1,48021,48021,137,27,4
2024-01-17,17,Product_17,Food,Concepcion,4,13433,53732,120,82,12
2024-01-17,18,Product_18,Food,Valparaiso,7,48001,336007,94,30,11
2024-01-17,19,Product_19,Food,Santiago,5,16016,80080,123,27,7
2024-01-17,20,Product_20,Industrial,Valparaiso,7,28897,202279,93,54,8
2024-01-17,21,Product_21,Home,Santiago,5,7612,38060,110,54,14
2024-01-17,22,Product_22,Electronics,Santiago,4,28483,113932,160,52,14
2024-01-17,23,Product_23,Home,Concepcion,6,22159,132954,87,24,14
2024-01-17,24,Product_24,Food,Valparaiso,6,49974,299844,148,60,14
2024-01-17,25,Product_25,Food,Valparaiso,10,45994,459940,87,47,6
2024-01-17,26,Product_26,Home,Concepcion,4,19541,78164,124,26,13
2024-01-17,27,Product_27,Home,Santiago,6,40920,245520,95,92,12
2024-01-17,28,Product_28,Home,Concepcion,4,31531,126124,119,91,9
2024-01-17,29,Product_29,Food,Concepcion,5,6585,32925,110,31,14
2024-01-17,30,Product_30,Food,Concepcion,2,8943,17886,115,53,11
2024-01-17,31,Product_31,Electronics,Valparaiso,6,28939,173634,95,52,9
2024-01-17,32,Product_32,Electronics,Valparaiso,7,24457,171199,45,67,3
2024-01-17,33,Product_33,Food,Valparaiso,5,6021,30105,13,42,3
2024-01-17,34,Product_34,Home,Santiago,5,16653,83265,97,81,11
2024-01-17,35,Product_35,Home,Valparaiso,6,48573,291438,101,56,13
2024-01-17,36,Product_36,Electronics,Santiago,5,18417,92085,89,63,11
2024-01-17,37,Product_37,Food,Santiago,1,45757,45757,132,54,6
2024-01-17,38,Product_38,Electronics,Concepcion,8,14692,117536,106,84,11
2024-01-17,39,Product_39,Electronics,Santiago,5,11873,59365,148,66,5
2024-01-17,40,Product_40,Industrial,Valparaiso,7,10675,74725,146,97,9
2024-01-17,41,Product_41,Industrial,Santiago,3,5161,15483,68,22,8
2024-01-17,42,Product_42,Industrial,Santiago,10,42065,420650,107,20,10
2024-01-17,43,Product_43,Home,Concepcion,3,31557,94671,155,24,13
2024-01-17,44,Product_44,Food,Concepcion,7,38763,271341,134,33,11
2024-01-17,45,Product_45,Food,Valparaiso,2,37606,75212,89,46,7
2024-01-17,46,Product_46,Food,Valparaiso,8,16534,132272,84,28,3
2024-01-17,47,Product_47,Food,Concepcion,5,34127,170635,94,98,5
2024-01-17,48,Product_48,Industrial,Valparaiso,5,45397,226985,117,34,12
2024-01-17,49,Product_49,Home,Concepcion,6,30851,185106,93,61,14
2024-01-17,50,Product_50,Home,Concepcion,3,6016,18048,133,96,10
2024-01-18,1,Product_1,Industrial,Santiago,7,24118,168826,119,81,5
2024-01-18,2,Product_2,Food,Santiago,4,40773,163092,73,59,9
2024-01-18,3,Product_3,Electronics,Santiago,4,6899,27596,156,99,3
2024-01-18,4,Product_4,Industrial,Santiago,6,6267,37602,96,72,6
2024-01-18,5,Product_5,Industrial,Valparaiso,8,36551,292408,105,43,6
2024-01-18,6,Product_6,Food,Concepcion,3,16394,49182,92,45,7
2024-01-18,7,Product_7,Electronics,Concepcion,7,8556,59892,62,79,9
2024-01-18,8,Product_8,Electronics,Concepcion,4,8890,35560,145,60,9
2024-01-18,9,Product_9,Industrial,Valparaiso,4,46606,186424,81,48,13
2024-01-18,10,Product_10,Home,Valparaiso,6,35740,214440,91,34,6
2024-01-18,11,Product_11,Industrial,Valparaiso,2,19502,39004,94,64,9
2024-01-18,12,Product_12,Industrial,Santiago,6,26777,160662,88,84,13
2024-01-18,13,Product_13,Industrial,Concepcion,10,15627,156270,142,90,5
2024-01-18,14,Product_14,Industrial,Valparaiso,2,13792,27584,63,28,8
2024-01-18,15,Product_15,Food,Santiago,6,48323,289938,104,20,14
2024-01-18,16,Product_16,Electronics,Santiago,6,48021,288126,58,27,4
2024-01-18,17,Product_17,Food,Santiago,2,13433,26866,104,82,12
2024-01-18,18,Product_18,Food,Concepcion,6,48001,288006,121,30,11
2024-01-18,19,Product_19,Food,Concepcion,3,16016,48048,77,27,7
2024-01-18,20,Product_20,Industrial,Valparaiso,1,28897,28897,80,54,8
2024-01-18,21,Product_21,Home,Valparaiso,4,7612,30448,138,54,14
2024-01-18,22,Product_22,Electronics,Valparaiso,5,28483,142415,77,52,14
2024-01-18,23,Product_23,Home,Santiago,1,22159,22159,122,24,14
2024-01-18,24,Product_24,Food,Santiago,7,49974,349818,59,60,14
2024-01-18,25,Product_25,Food,Santiago,4,45994,183976,98,47,6
2024-01-18,26,Product_26,Home,Santiago,6,19541,117246,56,26,13
2024-01-18,27,Product_27,Home,Santiago,2,40920,81840,84,92,12
2024-01-18,28,Product_28,Home,Valparaiso,2,31531,63062,48,91,9
2024-01-18,29,Product_29,Food,Concepcion,3,6585,19755,119,31,14
2024-01-18,30,Product_30,Food,Concepcion,8,8943,71544,82,53,11
2024-01-18,31,Product_31,Electronics,Santiago,3,28939,86817,106,52,9
2024-01-18,32,Product_32,Electronics,Santiago,2,24457,48914,115,67,3
2024-01-18,33,Product_33,Food,Concepcion,3,6021,18063,56,42,3
2024-01-18,34,Product_34,Home,Concepcion,6,16653,99918,120,81,11
2024-01-18,35,Product_35,Home,Concepcion,4,48573,194292,119,56,13
2024-01-18,36,Product_36,Electronics,Santiago,6,18417,110502,152,63,11
2024-01-18,37,Product_37,Food,Santiago,5,45757,228785,151,54,6
2024-01-18,38,Product_38,Electronics,Santiago,7,14692,102844,97,84,11
2024-01-18,39,Product_39,Electronics,Concepcion,6,11873,71238,123,66,5
2024-01-18,40,Product_40,Industrial,Valparaiso,4,10675,42700,83,97,9
2024-01-18,41,Product_41,Industrial,Santiago,5,5161,25805,73,22,8
2024-01-18,42,Product_42,Industrial,Valparaiso,6,42065,252390,75,20,10
2024-01-18,43,Product_43,Home,Santiago,5,31557,157785,48,24,13
2024-01-18,44,Product_44,Food,Santiago,7,38763,271341,140,33,11
2024-01-18,45,Product_45,Food,Concepcion,6,37606,225636,83,46,7
2024-01-18,46,Product_46,Food,Santiago,7,16534,115738,55,28,3
2024-01-18,47,Product_47,Food,Santiago,6,34127,204762,96,98,5
2024-01-18,48,Product_48,Industrial,Santiago,3,45397,136191,118,34,12
2024-01-18,49,Product_49,Home,Concepcion,8,30851,246808,103,61,14
2024-01-18,50,Product_50,Home,Concepcion,6,6016,36096,89,96,10
2024-01-19,1,Product_1,Industrial,Concepcion,2,24118,48236,86,81,5
2024-01-19,2,Product_2,Food,Concepcion,5,40773,203865,151,59,9
2024-01-19,3,Product_3,Electronics,Valparaiso,6,6899,41394,130,99,3
2024-01-19,4,Product_4,Industrial,Santiago,5,6267,31335,94,72,6
2024-01-19,5,Product_5,Industrial,Concepcion,9,36551,328959,132,43,6
2024-01-19,6,Product_6,Food,Valparaiso,4,16394,65576,153,45,7
2024-01-19,7,Product_7,Electronics,Concepcion,5,8556,42780,100,79,9
2024-01-19,8,Product_8,Electronics,Valparaiso,3,8890,26670,115,60,9
2024-01-19,9,Product_9,Industrial,Concepcion,4,46606,186424,60,48,13
2024-01-19,10,Product_10,Home,Valparaiso,3,35740,107220,86,34,6
2024-01-19,11,Product_11,Industrial,Valparaiso,3,19502,58506,100,64,9
2024-01-19,12,Product_12,Industrial,Santiago,7,26777,187439,65,84,13
2024-01-19,13,Product_13,Industrial,Valparaiso,2,15627,31254,71,90,5
2024-01-19,14,Product_14,Industrial,Santiago,7,13792,96544,115,28,8
2024-01-19,15,Product_15,Food,Santiago,5,48323,241615,48,20,14
2024-01-19,16,Product_16,Electronics,Santiago,4,48021,192084,80,27,4
2024-01-19,17,Product_17,Food,Concepcion,7,13433,94031,139,82,12
2024-01-19,18,Product_18,Food,Concepcion,3,48001,144003,73,30,11
2024-01-19,19,Product_19,Food,Santiago,2,16016,32032,66,27,7
2024-01-19,20,Product_20,Industrial,Santiago,7,28897,202279,132,54,8
2024-01-19,21,Product_21,Home,Concepcion,4,7612,30448,123,54,14
2024-01-19,22,Product_22,Electronics,Santiago,3,28483,85449,112,52,14
2024-01-19,23,Product_23,Home,Santiago,4,22159,88636,110,24,14
2024-01-19,24,Product_24,Food,Concepcion,3,49974,149922,119,60,14
2024-01-19,25,Product_25,Food,Valparaiso,2,45994,91988,91,47,6
2024-01-19,26,Product_26,Home,Santiago,6,19541,117246,145,26,13
2024-01-19,27,Product_27,Home,Concepcion,5,40920,204600,110,92,12
2024-01-19,28,Product_28,Home,Santiago,6,31531,189186,132,91,9
2024-01-19,29,Product_29,Food,Valparaiso,2,6585,13170,150,31,14
2024-01-19,30,Product_30,Food,Concepcion,2,8943,17886,121,53,11
2024-01-19,31,Product_31,Electronics,Santiago,4,28939,115756,76,52,9
2024-01-19,32,Product_32,Electronics,Santiago,7,24457,171199,153,67,3
2024-01-19,33,Product_33,Food,Valparaiso,4,6021,24084,104,42,3
2024-01-19,34,Product_34,Home,Santiago,5,16653,83265,68,81,11
2024-01-19,35,Product_35,Home,Valparaiso,1,48573,48573,135,56,13
2024-01-19,36,Product_36,Electronics,Santiago,3,18417,55251,112,63,11
2024-01-19,37,Product_37,Food,Santiago,9,45757,411813,92,54,6
2024-01-19,38,Product_38,Electronics,Valparaiso,6,14692,88152,106,84,11
2024-01-19,39,Product_39,Electronics,Santiago,8,11873,94984,100,66,5
2024-01-19,40,Product_40,Industrial,Concepcion,7,10675,74725,183,97,9
2024-01-19,41,Product_41,Industrial,Valparaiso,6,5161,30966,120,22,8
2024-01-19,42,Product_42,Industrial,Santiago,6,42065,252390,35,20,10
2024-01-19,43,Product_43,Home,Santiago,2,31557,63114,102,24,13
2024-01-19,44,Product_44,Food,Valparaiso,6,38763,232578,68,33,11
2024-01-19,45,Product_45,Food,Concepcion,7,37606,263242,79,46,7
2024-01-19,46,Product_46,Food,Concepcion,5,16534,82670,130,28,3
2024-01-19,47,Product_47,Food,Santiago,4,34127,136508,85,98,5
2024-01-19,48,Product_48,Industrial,Santiago,8,45397,363176,104,34,12
2024-01-19,49,Product_49,Home,Santiago,3,30851,92553,130,61,14
2024-01-19,50,Product_50,Home,Concepcion,3,6016,18048,102,96,10
2024-01-20,1,Product_1,Industrial,Valparaiso,5,24118,120590,121,81,5
2024-01-20,2,Product_2,Food,Santiago,3,40773,122319,138,59,9
2024-01-20,3,Product_3,Electronics,Concepcion,6,6899,41394,105,99,3
2024-01-20,4,Product_4,Industrial,Santiago,8,6267,50136,94,72,6
2024-01-20,5,Product_5,Industrial,Concepcion,7,36551,255857,107,43,6
2024-01-20,6,Product_6,Food,Valparaiso,6,16394,98364,95,45,7
2024-01-20,7,Product_7,Electronics,Santiago,6,8556,51336,136,79,9
2024-01-20,8,Product_8,Electronics,Concepcion,5,8890,44450,96,60,9
2024-01-20,9,Product_9,Industrial,Valparaiso,4,46606,186424,61,48,13
2024-01-20,10,Product_10,Home,Valparaiso,2,35740,71480,80,34,6
2024-01-20,11,Product_11,Industrial,Valparaiso,5,19502,97510,111,64,9
2024-01-20,12,Product_12,Industrial,Santiago,5,26777,133885,107,84,13
2024-01-20,13,Product_13,Industrial,Santiago,5,15627,78135,105,90,5
2024-01-20,14,Product_14,Industrial,Santiago,5,13792,68960,78,28,8
2024-01-20,15,Product_15,Food,Santiago,4,48323,193292,53,20,14
2024-01-20,16,Product_16,Electronics,Santiago,4,48021,192084,86,27,4
2024-01-20,17,Product_17,Food,Santiago,6,13433,80598,100,82,12
2024-01-20,18,Product_18,Food,Santiago,9,48001,432009,154,30,11
2024-01-20,19,Product_19,Food,Santiago,6,16016,96096,55,27,7
2024-01-20,20,Product_20,Industrial,Valparaiso,3,28897,86691,79,54,8
2024-01-20,21,Product_21,Home,Concepcion,7,7612,53284,101,54,14
2024-01-20,22,Product_22,Electronics,Santiago,1,28483,28483,50,52,14
2024-01-20,23,Product_23,Home,Valparaiso,7,22159,155113,113,24,14
2024-01-20,24,Product_24,Food,Valparaiso,7,49974,349818,104,60,14
2024-01-20,25,Product_25,Food,Concepcion,4,45994,183976,26,47,6
2024-01-20,26,Product_26,Home,Valparaiso,5,19541,97705,75,26,13
2024-01-20,27,Product_27,Home,Concepcion,1,40920,40920,132,92,12
2024-01-20,28,Product_28,Home,Concepcion,7,31531,220717,67,91,9
2024-01-20,29,Product_29,Food,Valparaiso,1,6585,6585,55,31,14
2024-01-20,30,Product_30,Food,Valparaiso,9,8943,80487,130,53,11
2024-01-20,31,Product_31,Electronics,Concepcion,2,28939,57878,164,52,9
2024-01-20,32,Product_32,Electronics,Valparaiso,4,24457,97828,44,67,3
2024-01-20,33,Product_33,Food,Valparaiso,7,6021,42147,115,42,3
2024-01-20,34,Product_34,Home,Santiago,4,16653,66612,90,81,11
2024-01-20,35,Product_35,Home,Concepcion,6,48573,291438,123,56,13
2024-01-20,36,Product_36,Electronics,Concepcion,5,18417,92085,66,63,11
2024-01-20,37,Product_37,Food,Concepcion,9,45757,411813,82,54,6
2024-01-20,38,Product_38,Electronics,Santiago,5,14692,73460,89,84,11
2024-01-20,39,Product_39,Electronics,Santiago,3,11873,35619,107,66,5
2024-01-20,40,Product_40,Industrial,Concepcion,2,10675,21350,104,97,9
2024-01-20,41,Product_41,Industrial,Santiago,5,5161,25805,76,22,8
2024-01-20,42,Product_42,Industrial,Valparaiso,1,42065,42065,88,20,10
2024-01-20,43,Product_43,Home,Santiago,5,31557,157785,101,24,13
2024-01-20,44,Product_44,Food,Santiago,2,38763,77526,127,33,11
2024-01-20,45,Product_45,Food,Concepcion,4,37606,150424,143,46,7
2024-01-20,46,Product_46,Food,Valparaiso,7,16534,115738,90,28,3
2024-01-20,47,Product_47,Food,Santiago,4,34127,136508,128,98,5
2024-01-20,48,Product_48,Industrial,Santiago,3,45397,136191,133,34,12
2024-01-20,49,Product_49,Home,Concepcion,2,30851,61702,127,61,14
2024-01-20,50,Product_50,Home,Concepcion,6,6016,36096,113,96,10
2024-01-21,1,Product_1,Industrial,Valparaiso,6,24118,144708,141,81,5
2024-01-21,2,Product_2,Food,Santiago,8,40773,326184,103,59,9
2024-01-21,3,Product_3,Electronics,Concepcion,3,6899,20697,108,99,3
2024-01-21,4,Product_4,Industrial,Concepcion,7,6267,43869,82,72,6
2024-01-21,5,Product_5,Industrial,Santiago,5,36551,182755,37,43,6
2024-01-21,6,Product_6,Food,Santiago,2,16394,32788,92,45,7
2024-01-21,7,Product_7,Electronics,Santiago,7,8556,59892,75,79,9
2024-01-21,8,Product_8,Electronics,Santiago,7,8890,62230,87,60,9
2024-01-21,9,Product_9,Industrial,Concepcion,6,46606,279636,161,48,13
2024-01-21,10,Product_10,Home,Valparaiso,10,35740,357400,56,34,6
2024-01-21,11,Product_11,Industrial,Santiago,6,19502,117012,44,64,9
2024-01-21,12,Product_12,Industrial,Valparaiso,3,26777,80331,107,84,13
2024-01-21,13,Product_13,Industrial,Santiago,7,15627,109389,86,90,5
2024-01-21,14,Product_14,Industrial,Santiago,6,13792,82752,105,28,8
2024-01-21,15,Product_15,Food,Concepcion,5,48323,241615,68,20,14
2024-01-21,16,Product_16,Electronics,Concepcion,8,48021,384168,117,27,4
2024-01-21,17,Product_17,Food,Santiago,3,13433,40299,96,82,12
2024-01-21,18,Product_18,Food,Santiago,6,48001,288006,102,30,11
2024-01-21,19,Product_19,Food,Concepcion,2,16016,32032,77,27,7
2024-01-21,20,Product_20,Industrial,Valparaiso,3,28897,86691,86,54,8
2024-01-21,21,Product_21,Home,Concepcion,4,7612,30448,64,54,14
2024-01-21,22,Product_22,Electronics,Santiago,1,28483,28483,129,52,14
2024-01-21,23,Product_23,Home,Concepcion,5,22159,110795,74,24,14
2024-01-21,24,Product_24,Food,Santiago,2,49974,99948,85,60,14
2024-01-21,25,Product_25,Food,Valparaiso,7,45994,321958,76,47,6
2024-01-21,26,Product_26,Home,Santiago,5,19541,97705,63,26,13
2024-01-21,27,Product_27,Home,Valparaiso,4,40920,163680,135,92,12
2024-01-21,28,Product_28,Home,Santiago,9,31531,283779,61,91,9
2024-01-21,29,Product_29,Food,Valparaiso,3,6585,19755,67,31,14
2024-01-21,30,Product_30,Food,Concepcion,2,8943,17886,80,53,11
2024-01-21,31,Product_31,Electronics,Valparaiso,2,28939,57878,146,52,9
2024-01-21,32,Product_32,Electronics,Concepcion,5,24457,122285,126,67,3
2024-01-21,33,Product_33,Food,Santiago,3,6021,18063,116,42,3
2024-01-21,34,Product_34,Home,Concepcion,2,16653,33306,116,81,11
2024-01-21,35,Product_35,Home,Santiago,5,48573,242865,70,56,13
2024-01-21,36,Product_36,Electronics,Valparaiso,4,18417,73668,119,63,11
2024-01-21,37,Product_37,Food,Concepcion,4,45757,183028,53,54,6
2024-01-21,38,Product_38,Electronics,Concepcion,2,14692,29384,146,84,11
2024-01-21,39,Product_39,Electronics,Valparaiso,4,11873,47492,96,66,5
2024-01-21,40,Product_40,Industrial,Santiago,3,10675,32025,133,97,9
2024-01-21,41,Product_41,Industrial,Concepcion,7,5161,36127,115,22,8
2024-01-21,42,Product_42,Industrial,Santiago,3,42065,126195,98,20,10
2024-01-21,43,Product_43,Home,Santiago,4,31557,126228,65,24,13
2024-01-21,44,Product_44,Food,Santiago,5,38763,193815,71,33,11
2024-01-21,45,Product_45,Food,Concepcion,6,37606,225636,38,46,7
2024-01-21,46,Product_46,Food,Concepcion,5,16534,82670,62,28,3
2024-01-21,47,Product_47,Food,Concepcion,5,34127,170635,75,98,5
2024-01-21,48,Product_48,Industrial,Valparaiso,4,45397,181588,105,34,12
2024-01-21,49,Product_49,Home,Valparaiso,6,30851,185106,131,61,14
2024-01-21,50,Product_50,Home,Santiago,0,6016,0,86,96,10
2024-01-22,1,Product_1,Industrial,Concepcion,1,24118,24118,36,81,5
2024-01-22,2,Product_2,Food,Valparaiso,8,40773,326184,109,59,9
2024-01-22,3,Product_3,Electronics,Santiago,1,6899,6899,78,99,3
2024-01-22,4,Product_4,Industrial,Santiago,0,6267,0,89,72,6
2024-01-22,5,Product_5,Industrial,Valparaiso,2,36551,73102,99,43,6
2024-01-22,6,Product_6,Food,Concepcion,4,16394,65576,47,45,7
2024-01-22,7,Product_7,Electronics,Santiago,5,8556,42780,119,79,9
2024-01-22,8,Product_8,Electronics,Concepcion,7,8890,62230,132,60,9
2024-01-22,9,Product_9,Industrial,Concepcion,6,46606,279636,112,48,13
2024-01-22,10,Product_10,Home,Concepcion,3,35740,107220,103,34,6
2024-01-22,11,Product_11,Industrial,Concepcion,5,19502,97510,104,64,9
2024-01-22,12,Product_12,Industrial,Santiago,2,26777,53554,97,84,13
2024-01-22,13,Product_13,Industrial,Santiago,2,15627,31254,102,90,5
2024-01-22,14,Product_14,Industrial,Concepcion,6,13792,82752,102,28,8
2024-01-22,15,Product_15,Food,Santiago,5,48323,241615,123,20,14
2024-01-22,16,Product_16,Electronics,Santiago,5,48021,240105,105,27,4
2024-01-22,17,Product_17,Food,Santiago,7,13433,94031,87,82,12
2024-01-22,18,Product_18,Food,Concepcion,5,48001,240005,100,30,11
2024-01-22,19,Product_19,Food,Concepcion,7,16016,112112,131,27,7
2024-01-22,20,Product_20,Industrial,Santiago,8,28897,231176,117,54,8
2024-01-22,21,Product_21,Home,Santiago,4,7612,30448,118,54,14
2024-01-22,22,Product_22,Electronics,Santiago,5,28483,142415,115,52,14
2024-01-22,23,Product_23,Home,Valparaiso,4,22159,88636,80,24,14
2024-01-22,24,Product_24,Food,Valparaiso,3,49974,149922,73,60,14
2024-01-22,25,Product_25,Food,Santiago,2,45994,91988,111,47,6
2024-01-22,26,Product_26,Home,Concepcion,3,19541,58623,85,26,13
2024-01-22,27,Product_27,Home,Concepcion,1,40920,40920,62,92,12
2024-01-22,28,Product_28,Home,Santiago,6,31531,189186,48,91,9
2024-01-22,29,Product_29,Food,Valparaiso,4,6585,26340,126,31,14
2024-01-22,30,Product_30,Food,Santiago,3,8943,26829,104,53,11
2024-01-22,31,Product_31,Electronics,Valparaiso,8,28939,231512,64,52,9
2024-01-22,32,Product_32,Electronics,Valparaiso,2,24457,48914,25,67,3
2024-01-22,33,Product_33,Food,Santiago,8,6021,48168,93,42,3
2024-01-22,34,Product_34,Home,Santiago,7,16653,116571,189,81,11
2024-01-22,35,Product_35,Home,Concepcion,4,48573,194292,41,56,13
2024-01-22,36,Product_36,Electronics,Concepcion,4,18417,73668,55,63,11
2024-01-22,37,Product_37,Food,Valparaiso,5,45757,228785,94,54,6
2024-01-22,38,Product_38,Electronics,Valparaiso,9,14692,132228,86,84,11
2024-01-22,39,Product_39,Electronics,Valparaiso,2,11873,23746,156,66,5
2024-01-22,40,Product_40,Industrial,Santiago,1,10675,10675,74,97,9
2024-01-22,41,Product_41,Industrial,Valparaiso,4,5161,20644,137,22,8
2024-01-22,42,Product_42,Industrial,Santiago,5,42065,210325,55,20,10
2024-01-22,43,Product_43,Home,Santiago,10,31557,315570,76,24,13
2024-01-22,44,Product_44,Food,Valparaiso,7,38763,271341,121,33,11
2024-01-22,45,Product_45,Food,Concepcion,5,37606,188030,105,46,7
2024-01-22,46,Product_46,Food,Santiago,3,16534,49602,75,28,3
2024-01-22,47,Product_47,Food,Santiago,2,34127,68254,106,98,5
